bstn,hostname,role,ip,root_ip,serialNumber,platform,model
KA-HUB-RAT,KA-HUB-RAT-B4-TV-SBS-C29C-S01,SBS,100.64.152.92,100.64.152.92,FOC1827Y1XY,IOS,catalyst296024
KA-UDP-KYU,KA-UDP-KYU-B4-BS-ABS-US57-S01,ABS,100.65.85.18,100.65.85.18,21023538368YG4000708,VRP,s5700S-28P-LI-AC
KA-BRY-SAY,KA-BRY-SAY-T3-VM-ABS-US57-S01,ABS,100.67.77.18,100.67.77.18,21980105098YK6000363,VRP,s5700-28P-LI-BAT
KA-HST-PO9,KA-HST-PO9-C3-ST-CCE-UL8T-S01,CCE,100.67.54.221,100.67.54.221,4E2210084793,VRP,S5735-L8T4S-A1
TN-RMD-YDU,TN-RMD-YDU-B3-IW-ABS-US57-S01,ABS,100.65.192.36,100.65.192.36,21023538368YJ6002684,VRP,s5700S-28P-LI-AC
DL-DEL-AKE,DL-DEL-AKE-B4-AL-ABS-UC57-S01,ABS,100.64.242.92,100.64.242.92,21980105098YK5000106,VRP,s5700-28P-LI-BAT
KA-MLR-M52,KA-MLR-M52-C3-ST-CCE-E12T-S01,CCE,100.64.246.253,100.64.246.253,EC2404000062,EdgeCOS,ECS4100-12T
KA-MLR-BMD,KA-MLR-BMD-B4-VM-CCE-C36S-S01,CCE,100.67.95.10,null,FOC2051Y3R0,IOS,catwsC3560CX8tcS
KA-KLO-NYF,KA-KLO-NYF-B4-IW-SBS-US57-S01,SBS,100.65.239.179,100.65.239.179,21980105098YJ1000017,VRP,s5700-28P-LI-BAT
TN-MAA-C50,TN-MAA-C50-C3-ST-CCE-U572-S01,CCE,100.66.61.187,100.66.61.187,21980105673GHC002473,VRP,s5720-12TP-LI-AC
KA-KOP-KPA,KA-KOP-KPA-B4-VM-SBS-US57-S01,SBS,100.64.165.154,100.64.165.154,21980105098YJ1000034,VRP,s5700-28P-LI-BAT
KA-SMG-VC4,KA-SMG-VC4-C3-ST-CCE-E12T-S01,CCE,100.64.115.156,100.64.115.156,EC2422001406,EdgeCOS,ECS4100-12T
KA-HSN-O10,KA-HSN-O10-C3-ST-CCE-E12T-S01,CCE,100.67.54.62,100.67.54.62,EC2337001456,EdgeCOS,ECS4100-12T
UP-BNR-PIR,UP-BNR-PIR-T3-VM-ABS-US57-S01,ABS,100.64.19.100,100.64.19.100,210235383610E7000380,VRP,s5700S-28P-LI-AC
UP-KAN-PM7,UP-KAN-PM7-C3-ST-CCE-UL8T-S01,CCE,100.64.117.3,100.64.117.3,2S2210010657,VRP,S5735-L8T4S-A1
KA-BLR-VNG,KA-BLR-VNG-T1-ST-SSP-C45X-S02,SSP,100.67.56.58,null,JAE220308LK,XE,cat4500X16
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SSP-US57-S02,SSP,100.65.253.219,100.65.253.219,21023538368YJ1004248,VRP,s5700S-28P-LI-AC
KA-BLR-VNG,KA-BLR-VNG-T1-ST-SSP-US57-S02,SSP,100.67.66.235,100.67.66.235,21023538368YJ6007372,VRP,s5700S-28P-LI-AC
KA-BLR-BID,KA-BLR-BID-T1-ST-SSP-US57-S01,SSP,100.67.37.123,100.67.37.123,21023538368YJ3001051,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SSP-U52P-S05,SSP,100.65.150.11,100.65.150.11,2102350DLUDMKC000870,VRP,s5720-52P-SI-AC
TN-TPJ-ERG,TN-TPJ-ERG-B4-IW-ABS-US57-S01,ABS,100.65.211.34,100.65.211.34,21023538368YH5005796,VRP,s5700S-28P-LI-AC
KA-BLR-NNH,KA-BLR-NNH-B4-RT-ABS-US57-S01,ABS,100.67.75.227,100.67.75.227,21980105673GK5001673,VRP,s5720-12TP-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SVI-C1KX-R01,SVI,1.7.0.19,null,FXS2021Q20Q,IOS,ciscoASR1001X
KA-BLR-BID,KA-BLR-BID-T1-ST-SSP-US57-S02,SSP,100.67.37.124,100.67.37.124,21023538368YF5001753,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SSP-UI57-S08,SSP,100.65.236.210,100.65.236.210,2102350DLUDMKC000407,VRP,s5720-52P-SI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-H513-S02,LLS,100.65.83.11,null,CN59GPX13W,null,hp513048G4SFPPlusEI
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SVR-C1K6-R01,SVR,1.7.0.12,null,FXS2303Q1RA,IOS,ciscoASR1006
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SCR-C903-R01,SCR,100.66.56.1,null,FOX2241PD83,IOS,ciscoASR903
KA-BLR-VNG,KA-BLR-VNG-T1-ST-IOB-US57-S01,IOB,100.65.246.2,100.65.246.2,21023538368YHB010092,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-US57-S01,LLS,100.65.83.53,100.65.83.55,210235383610E8003300,VRP,s5700S-28P-LI-AC
TN-TUY-TYU,TN-TUY-TYU-B4-VM-ABS-US57-S01,ABS,100.65.116.74,100.65.116.74,21023538368YF3000898,VRP,s5700S-28P-LI-AC
HR-KNL-S21,HR-KNL-S21-C3-ST-CCE-E12T-S01,CCE,100.64.113.83,100.64.113.83,EC2345003794,EdgeCOS,ECS4100-12T
PY-PDY-JM8,PY-PDY-JM8-C3-ST-CCE-E12T-S01,CCE,100.70.143.46,100.70.143.46,EC2316000241,EdgeCOS,ECS4100-12T
KA-BLR-BID,KA-BLR-BID-T1-ST-SSP-U52P-S01,SSP,100.67.36.170,100.67.36.170,2102350DLUDMKC000344,VRP,s5720-52P-SI-AC
PY-VLY-VLU,PY-VLY-VLU-B2-ST-ABS-UF57-S02,ABS,100.70.16.84,100.70.16.84,21980105118YHA000027,VRP,s5700-28P-LI-24S-BAT
KA-MLR-MLR,KA-MLR-MLR-T2-ST-SMA-C45X-S01,SMA,100.67.95.2,100.67.95.2,JAE232905SY,XE,cat4500X16
TS-HYD-SSB,TS-HYD-SSB-T1-ST-SSP-C45X-S01,SSP,100.65.223.90,100.65.223.90,JAE212603WT,XE,cat4500X16
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-H513-S17,LLS,100.65.83.59,100.65.83.59,CN59GPX16Q,null,hp513048G4SFPPlusEI
PY-PDY-TN6,PY-PDY-TN6-C3-ST-CCE-US57-S01,CCE,100.71.87.50,100.71.87.50,21980105673GJC002677,VRP,s5720-12TP-LI-AC
PY-RIK-KQK,PY-RIK-KQK-B4-AL-SBS-U570-S01,SBS,100.70.211.202,100.70.211.202,210235383610EB003585,VRP,s5700S-28P-LI-AC
KA-MLR-OR4,KA-MLR-OR4-C3-ST-CCE-U572-S01,CCE,100.67.95.18,100.67.95.18,21980105673GH8001837,VRP,s5720-12TP-LI-AC
KA-MYS-DR9,KA-MYS-DR9-C3-ST-CCE-U572-S01,CCE,100.67.85.206,100.67.85.206,21980105673GK1002041,VRP,s5720-12TP-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-H513-S03,LLS,100.65.83.12,null,CN59GPX10T,null,hp513048G4SFPPlusEI
TN-CBE-MSG,TN-CBE-MSG-B4-VM-ABS-US57-S01,ABS,100.65.182.222,100.65.182.222,21023538368YG4000694,VRP,s5700S-28P-LI-AC
KA-BLR-VNG,KA-BLR-VNG-T1-ST-SBE-C1KX-R01,SBE,1.7.0.201,null,FXS2144Q3FW,IOS,ciscoASR1001X
KA-HSR-C60,KA-HSR-C60-B3-ST-CCE-C36S-S01,CCE,100.65.168.19,null,FOC2052Z0XD,IOS,catwsC3560CX8tcS
KA-BLR-VNG,KA-BLR-VNG-T1-ST-SEA-US57-S01,SEA,100.67.56.59,100.67.56.59,21023538368YGA009443,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-H513-S15,LLS,100.65.83.57,100.65.83.59,CN59GPX172,null,hp513048G4SFPPlusEI
KA-BLR-BID,KA-BLR-BID-T1-ST-SSP-U28X-S01,SSP,100.67.37.125,100.67.37.125,2102357675DMH2000006,VRP,s5701-28X-LI-AC
KA-BLR-VNG,KA-BLR-VNG-T1-ST-SMR-C184-R02,SMR,100.67.56.60,null,NA,IOS,cisco1841
KA-MLR-DG1,KA-MLR-DG1-C3-ST-CCE-US57-S01,CCE,100.67.85.42,100.67.85.42,21980105673GK5001949,VRP,s5720-12TP-LI-AC
PY-PDY-K86,PY-PDY-K86-C3-ST-CCE-E12T-S01,CCE,100.71.87.53,100.71.87.53,EC2345003809,EdgeCOS,ECS4100-12T
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-H513-S19,LLS,100.65.83.61,100.65.83.59,CN59GPX17L,null,hp513048G4SFPPlusEI
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SOB-US57-S02,SOB,100.66.1.24,100.66.1.24,21023538368YH3005850,VRP,s5700S-28P-LI-AC
KA-ARK-ARS,KA-ARK-ARS-B4-VM-SBS-US57-S01,SBS,100.64.11.162,100.64.11.162,21023538368YJ1004209,VRP,s5700S-28P-LI-AC
TN-TUT-TTV,TN-TUT-TTV-T3-ST-SBS-US57-S01,SBS,100.64.170.98,100.64.170.98,21023538368YHB007071,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-5TH-FL,OALAN,100.65.83.38,null,CN59GPX1HN,null,hp513048G4SFPPlusEI
PY-PDY-S64,PY-PDY-S64-C3-ST-CCE-E12T-S01,CCE,100.71.87.54,100.71.87.54,EC2404000568,EdgeCOS,ECS4100-12T
TN-NGC-VYC,TN-NGC-VYC-T3-AL-SBS-US57-S01,SBS,100.65.255.42,100.65.255.42,21023538368YJ6007029,VRP,s5700S-28P-LI-AC
TN-CUD-DLR,TN-CUD-DLR-B4-VM-ABS-US57-S01,ABS,100.65.231.214,100.65.231.214,21980105098YK6000448,VRP,s5700-28P-LI-BAT
TN-SLM-ATP,TN-SLM-ATP-B4-VM-ABS-US57-S01,ABS,100.65.211.188,100.65.211.188,21023538368YGC003324,VRP,s5700S-28P-LI-AC
KA-BRY-SAY,KA-BRY-SAY-T3-VM-SLU-UF57-S01,SLU,100.67.77.20,100.67.77.20,21980105118YJ2000047,VRP,s5700-28P-LI-24S-BAT
AP-VWD-BVU,AP-VWD-BVU-B4-VM-ABS-US57-S01,ABS,100.65.21.50,100.65.21.50,21023538368YF3005948,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SEA-C385-S02,SEA,100.66.1.21,100.66.1.21,FOC1939U07P,XE,cat385048
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-BBLK-1,OALAN,100.65.83.24,null,CN59GPX1G4,null,hp513048G4SFPPlusEI
TN-TPJ-TPJ,TN-TPJ-TPJ-T2-ST-SVP-C1KX-R02,SVP,1.7.1.3,null,FXS1944Q4ZD,IOS,ciscoASR1001X
KA-HST-PZH,KA-HST-PZH-T3-IW-MLU-UF57-S01,MLU,100.67.54.219,100.67.54.219,21980105118YHA000002,VRP,s5700-28P-LI-24S-BAT
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SEA-C385-S01,SEA,100.66.1.20,100.66.1.20,FOC1942U048,XE,cat385048
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SSP-C45X-S01,SSP,100.65.150.10,100.65.150.10,JAE1939050J,XE,cat4xxxVirtualSwitch
RJ-UPR-D40,RJ-UPR-D40-C3-ST-CCE-E12T-S01,CCE,100.67.44.66,100.67.44.66,EC2511002823,EdgeCOS,ECS4100-12T
KA-MLR-OQ8,KA-MLR-OQ8-C3-ST-CCE-U572-S01,CCE,100.67.95.19,100.67.95.19,21980105673GJ9001306,VRP,s5720-12TP-LI-AC
KA-CMN-KXG,KA-CMN-KXG-B3-TV-SBS-US57-S01,SBS,100.67.56.62,100.67.56.62,21980105098YK6000256,VRP,s5700-28P-LI-BAT
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SEA-US57-S03,SEA,100.65.202.250,100.65.202.250,21023538368YG3010743,VRP,s5700S-28P-LI-AC
TN-PUD-AXP,TN-PUD-AXP-B4-VM-SBS-US57-S01,SBS,100.65.193.154,100.65.193.154,21023538368YGC003321,VRP,s5700S-28P-LI-AC
KA-GLB-GBR,KA-GLB-GBR-T3-VM-MLU-UF57-S01,MLU,100.65.247.228,100.65.247.228,21980105118YJ1000061,VRP,s5700-28P-LI-24S-BAT
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SSP-U52P-S01,SSP,100.65.150.13,100.65.150.13,2102350DLUDMKC000473,VRP,s5720-52P-SI-AC
KA-PTR-PTU,KA-PTR-PTU-B4-VM-SBS-C29S-S01,SBS,100.65.186.186,null,FOC1751S2UK,IOS,catalyst296024
TN-MAA-TDL,TN-MAA-TDL-T1-ST-CCE-V114-R01,CCE,100.65.236.213,null,LBADVA71212003947,ADVA,FSP 150-GE114Pro (HE)
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-H513-S18,LLS,100.65.83.60,100.65.83.59,CN59GPX185,null,hp513048G4SFPPlusEI
KA-SRS-RRI,KA-SRS-RRI-B4-AL-ABS-US57-S01,ABS,100.67.89.130,100.67.89.130,21023538368YF9002391,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-H513-S16,LLS,100.65.83.58,100.65.83.58,CN59GPX13S,null,hp513048G4SFPPlusEI
TN-TPJ-TPJ,TN-TPJ-TPJ-T2-ST-SBE-C1KX-R01,SBE,1.7.1.2,null,FXS1944Q0JF,IOS,ciscoASR1001X
KA-MLR-MLR,KA-MLR-MLR-T2-ST-MLU-UF57-S01,MLU,100.64.246.251,100.64.246.251,21980105118YJ2000038,VRP,s5700-28P-LI-24S-BAT
KA-BLR-WIN,KA-BLR-WIN-B1-WW-MHU-E28F-S01,MHU,100.72.13.178,100.72.13.178,null,EdgeCOS,ECS4120-28Fv2-I
KA-BLR-VNG,KA-BLR-VNG-T1-ST-SEA-US57-S03,SEA,100.67.66.234,100.67.66.234,21023538368YJ6007351,VRP,s5700S-28P-LI-AC
PY-PDY-DW7,PY-PDY-DW7-C3-ST-CCE-U572-S01,CCE,100.67.68.90,100.67.68.90,21980105673GK6001007,VRP,s5720-12TP-LI-AC
KA-HSR-CQ4,KA-HSR-CQ4-C3-ST-CCE-U572-S01,CCE,100.65.211.27,100.65.211.27,21980105673GJ8000485,VRP,s5720-12TP-LI-AC
TN-TUT-RTK,TN-TUT-RTK-B4-VM-ABS-US57-S01,ABS,100.65.193.98,100.65.193.98,21023538368YGC003319,VRP,s5700S-28P-LI-AC
PY-PDY-Q05,PY-PDY-Q05-C3-ST-CCE-US57-S01,CCE,100.71.87.52,100.71.87.52,21980105673GK7002136,VRP,s5720-12TP-LI-AC
PY-PDY-PDY,PY-PDY-PDY-T2-ST-SBE-C1KX-R01,SBE,1.7.1.40,null,FXS1944Q0YD,IOS,ciscoASR1001X
KA-CKR-LCO,KA-CKR-LCO-B4-AL-ABS-US57-S01,ABS,100.65.244.14,100.65.244.14,21023538368YHB008559,VRP,s5700S-28P-LI-AC
KA-GLB-K32,KA-GLB-K32-C3-ST-CCE-C35C-S01,CCE,100.127.249.154,null,FOC2712Y390,IOS,catwsC3560CX8tcS
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-BBLK-1,OALAN,100.65.83.21,null,CN59GPX1H0,null,hp513048G4SFPPlusEI
TN-MAA-TDL,TN-MAA-TDL-T1-ST-SSP-C950-S02,SSP,100.65.150.12,null,FDO2632091M,XE,ciscoCat950024Y4C
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-BBLK-1,OALAN,100.65.83.23,null,CN59GPX181,null,hp513048G4SFPPlusEI
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-DBLK-1,OALAN,100.65.83.44,100.65.83.44,CN59GPX1FL,null,hp513048G4SFPPlusEI
KA-TUM-G35,KA-TUM-G35-C3-ST-CCE-E12T-S01,CCE,100.72.134.149,100.72.134.149,EC2418002067,EdgeCOS,ECS4100-12T
AP-VWD-VJW,AP-VWD-VJW-T2-ST-SVP-C1KX-R01,SVP,1.7.1.66,null,FXS2130Q5KC,IOS,ciscoASR1001X
TN-VYM-VNT,TN-VYM-VNT-B4-AL-ABS-US57-S01,ABS,100.65.9.106,100.65.9.106,21023538368YF3000887,VRP,s5700S-28P-LI-AC
KA-MYS-CUY,KA-MYS-CUY-B4-AL-ABS-US57-S01,ABS,100.64.178.42,100.64.178.42,21023538368YFC001799,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-DBLK-1,OALAN,100.65.83.40,null,CN59GPX156,null,hp513048G4SFPPlusEI
AP-KKN-SXB,AP-KKN-SXB-T3-IW-SBS-US57-S01,SBS,100.64.209.154,100.64.209.154,21023538368YHB010066,VRP,s5700S-28P-LI-AC
AP-TPT-TPO,AP-TPT-TPO-B4-IA-ABS-US57-S01,ABS,100.65.110.250,100.65.110.250,21023538368YHB008725,VRP,s5700S-28P-LI-AC
TS-HYD-CGJ,TS-HYD-CGJ-T3-IW-SBS-US57-S02,SBS,100.64.205.234,100.64.205.234,21980105098YK5000249,VRP,s5700-28P-LI-BAT
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-H513-S13,LLS,100.65.83.55,100.65.83.55,CN59GPX1CC,null,hp513048G4SFPPlusEI
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-DBLK-1,OALAN,100.65.83.42,100.65.83.42,CN59GPX13K,null,hp513048G4SFPPlusEI
TS-HYD-SSB,TS-HYD-SSB-T1-ST-SSP-C45X-S02,SSP,100.65.177.130,null,JAE1822018K,XE,cat4500X16
PY-VLY-VLU,PY-VLY-VLU-B2-ST-MME-US57-S01,MME,221.134.84.68,100.127.171.82,21023538368YHA000240,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-BBLK-1,OALAN,100.65.83.26,null,CN59GPX1H8,null,hp513048G4SFPPlusEI
AP-KKN-KNZ,AP-KKN-KNZ-B4-IW-ABS-US57-S01,ABS,100.65.198.218,100.65.198.218,21980105098YK5000343,VRP,s5700-28P-LI-BAT
AP-GNM-GRM,AP-GNM-GRM-T3-VM-SLU-UF57-S01,SLU,100.127.249.74,100.127.249.74,21980105118YK5000121,VRP,s5700-28P-LI-24S-BAT
AP-YYM-YAN,AP-YYM-YAN-B4-VM-ABS-US57-S01,ABS,100.64.250.194,100.64.250.194,210235383610EB003554,VRP,s5700S-28P-LI-AC
PY-PDY-OMO,PY-PDY-OMO-B2-AI-ABS-US57-S01,ABS,221.134.84.70,100.127.171.82,21023538368YJ3001007,VRP,s5700S-28P-LI-AC
KA-MLR-K15,KA-MLR-K15-C3-ST-CCE-E12T-S01,CCE,100.67.87.165,100.67.87.165,EC2337001438,EdgeCOS,ECS4100-12T
TS-HYD-Y59,TS-HYD-Y59-C3-ST-CCE-E28F-S01,CCE,100.127.176.141,100.127.176.141,null,EdgeCOS,ECS4120-28Fv2-I
PY-PDY-PDY,PY-PDY-PDY-T2-ST-SBE-C1KX-R02,SBE,1.7.1.41,null,FXS1942Q2NY,IOS,ciscoASR1001X
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-BBLK-1,OALAN,100.65.83.25,null,CN59GPX141,null,hp513048G4SFPPlusEI
PY-PDY-PDY,PY-PDY-PDY-T2-ST-SVP-C1KX-R01,SVP,1.7.1.42,null,FXS1931Q32M,IOS,ciscoASR1001X
KA-MLR-N12,KA-MLR-N12-C3-ST-CCE-E12T-S01,CCE,100.67.87.166,100.67.87.166,EC2337001253,EdgeCOS,ECS4100-12T
TS-HYD-B00,TS-HYD-B00-C3-ST-CCE-E12T-S01,CCE,100.127.249.214,100.127.249.214,EC2404000332,EdgeCOS,ECS4100-12T
KA-BLR-CHW,KA-BLR-CHW-B4-AL-ABS-C29S-S03,ABS,100.67.59.106,null,FOC1751W3QT,IOS,catalyst296024
KA-HSR-PP1,KA-HSR-PP1-C3-ST-CCE-U572-S01,CCE,100.65.211.28,100.65.211.28,21980105673GHC001715,VRP,s5720-12TP-LI-AC
KA-BLR-HIO,KA-BLR-HIO-B4-VM-ABS-US57-S01,ABS,100.65.208.234,100.65.208.234,21023538368YH5005784,VRP,s5700S-28P-LI-AC
KA-BLR-VNG,KA-BLR-VNG-T1-ST-SEA-US57-S02,SEA,100.67.66.242,100.67.66.242,21023538368YJ6007067,VRP,s5700S-28P-LI-AC
KA-HSR-J50,KA-HSR-J50-C3-ST-CCE-C36G-S01,CCE,100.65.211.26,null,FOC2712Y3S5,IOS,catwsC3560CX8tcS
KA-SMG-K28,KA-SMG-K28-C3-ST-CCE-C36G-S01,CCE,100.64.115.157,null,FOC2712Y4DL,IOS,catwsC3560CX8tcS
KA-BLR-BID,KA-BLR-BID-T1-ST-SSP-U52P-S16,SSP,100.67.36.171,100.67.36.171,2102350DLUDMKC000326,VRP,s5720-52P-SI-AC
KA-MLR-QV8,KA-MLR-QV8-C3-ST-CCE-U572-S01,CCE,100.67.95.21,100.67.95.21,21980105673GK9003304,VRP,s5720-12TP-LI-AC
KA-BLR-BID,KA-BLR-BID-T1-ST-SSP-C45X-S01,SSP,100.67.37.122,100.67.37.122,JAE201300U7,XE,cat4500X16
KA-SMG-TIA,KA-SMG-TIA-T3-VM-SLU-E28F-S01,SLU,100.64.115.155,100.64.115.155,null,EdgeCOS,ECS4120-28Fv2
AP-NEL-BEO,AP-NEL-BEO-B4-VM-ABS-US57-S01,ABS,100.65.239.82,100.65.239.82,21023538368YFC002545,VRP,s5700S-28P-LI-AC
KA-BLR-VNG,KA-BLR-VNG-T1-ST-SBS-US57-S01,SBS,100.67.94.74,100.67.94.74,21980105098YK6000427,VRP,s5700-28P-LI-BAT
KA-HSR-Y52,KA-HSR-Y52-C3-ST-CCE-US57-S01,CCE,100.67.52.38,100.67.52.38,21980105673GJ9000988,VRP,s5720-12TP-LI-AC
KA-GLB-RX6,KA-GLB-RX6-C3-ST-CCE-E12T-S01,CCE,100.67.95.165,100.67.95.165,EC2247003464,EdgeCOS,ECS4100-12T
HR-KNL-GRH,HR-KNL-GRH-T3-VM-SBS-US57-S01,SBS,100.64.198.2,100.64.198.2,210235383610E7000327,VRP,s5700S-28P-LI-AC
UP-LUC-LNC,UP-LUC-LNC-T2-ST-SBE-C9K1-R01,SBE,1.7.1.105,null,FOC2149N024,XR,ciscoASR9001
UP-NDA-BB5,UP-NDA-BB5-C3-ST-CCE-U572-S01,CCE,100.64.214.211,100.64.214.211,21980105673GJ9000995,VRP,s5720-12TP-LI-AC
DL-DEL-SLJ,DL-DEL-SLJ-B4-AL-ABS-UC57-S01,ABS,100.64.242.93,100.64.242.93,21980105098YKC000063,VRP,s5700-28P-LI-BAT
UP-MEE-PBF,UP-MEE-PBF-B2-AL-MBS-UC57-S01,MBS,100.64.58.124,100.64.58.124,21980105098YK6000085,VRP,s5700-28P-LI-BAT
UP-KAN-SJ8,UP-KAN-SJ8-C3-ST-CCE-UL8T-S01,CCE,100.64.117.6,100.64.117.6,2S2210010180,VRP,S5735-L8T4S-A1
HR-KNL-OO9,HR-KNL-OO9-C3-ST-CCE-UL8T-S01,CCE,100.64.113.84,100.64.113.84,4E21A0084621,VRP,S5735-L8T4S-A1
AP-ISH-RVL,AP-ISH-RVL-B4-BS-ABS-US57-S01,ABS,100.65.210.178,100.65.210.178,21023538368YG4005924,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-LLS-H513-S14,LLS,100.65.83.56,null,CN59GPX10N,null,hp513048G4SFPPlusEI
KA-BLR-S32,KA-BLR-S32-C3-ST-CCE-C35C-S01,CCE,100.72.18.16,null,FOC2712Y1ER,IOS,catwsC3560CX8tcS
AP-NEL-NLC,AP-NEL-NLC-T3-AL-SBS-US57-S01,SBS,100.65.169.162,100.65.169.162,21023538368YF9002364,VRP,s5700S-28P-LI-AC
TN-MAA-TDL,TN-MAA-TDL-T1-ST-OALAN-DBLK-1,OALAN,100.65.83.45,100.65.83.45,CN59GPX1BZ,null,hp513048G4SFPPlusEI
TS-HYD-IDE,TS-HYD-IDE-B4-ID-ABS-US57-S01,ABS,100.65.228.170,100.65.228.170,21023538368YH3005849,VRP,s5700S-28P-LI-AC
KA-BLR-Y85,KA-BLR-Y85-C3-ST-CCE-E12T-S01,CCE,100.72.18.14,100.72.18.14,EC2511002538,EdgeCOS,ECS4100-12T
AP-VIZ-H87,AP-VIZ-H87-C3-ST-CCE-E12T-S01,CCE,100.127.186.18,100.127.186.18,EC2341000572,EdgeCOS,ECS4100-12T
AP-PSA-MXK,AP-PSA-MXK-B4-VM-ABS-US57-S01,ABS,100.65.20.58,100.65.20.58,21023538368YF3005947,VRP,s5700S-28P-LI-AC
TS-HYD-SSB,TS-HYD-SSB-T1-ST-SLU-UF57-S01,SLU,100.70.144.27,100.70.144.27,21980105118YJA000098,VRP,s5700-28P-LI-24S-BAT
AP-VWD-SYE,AP-VWD-SYE-B4-BS-ABS-US57-S01,ABS,100.67.49.107,100.67.49.107,21023538368YK6001630,VRP,s5700S-28P-LI-AC
AP-VWD-IVE,AP-VWD-IVE-B4-ID-ABS-US57-S01,ABS,100.67.79.198,100.67.79.198,21023538368YHB008557,VRP,s5700S-28P-LI-AC
AP-VIZ-VGZ,AP-VIZ-VGZ-T2-ST-SSP-US57-S02,SSP,100.70.105.227,100.70.105.227,21980105098YK6000268,VRP,s5700-28P-LI-BAT
TS-HYD-SSB,TS-HYD-SSB-T1-ST-SSP-C295-S11,SSP,100.65.96.196,null,FOC1006ZBAV,IOS,catalyst295024
TS-HYD-CDT,TS-HYD-CDT-B1-ST-MLU-U52P-S01,MLU,100.70.144.36,100.70.144.36,2102350DLUDMKC000408,VRP,s5720-52P-SI-AC
TS-HYD-CDT,TS-HYD-CDT-B1-ST-MLU-UF57-S01,MLU,100.70.144.35,100.70.144.35,21980105118YJA000129,VRP,s5700-28P-LI-24S-BAT
TS-HYD-GGD,TS-HYD-GGD-T1-ST-SLU-UF57-S01,SLU,100.70.144.19,100.70.144.19,21980105118YJA000073,VRP,s5700-28P-LI-24S-BAT
HP-SOL-OEN,HP-SOL-OEN-B4-ST-ABS-US57-S01,ABS,100.64.8.220,100.64.8.220,21023538368YH5006151,VRP,s5700S-28P-LI-AC
HP-BDI-LDV,HP-BDI-LDV-T3-VM-SBS-US57-S01,SBS,100.71.224.226,100.71.224.226,21023538368YF9002399,VRP,s5700S-28P-LI-AC
HP-KGR-KGV,HP-KGR-KGV-B4-VM-ABS-C29S-S01,ABS,100.65.10.237,null,FOC1131Y0GE,IOS,catalyst296024TT
HP-PTB-PYB,HP-PTB-PYB-T3-VM-SBE-C1KX-R01,SBE,124.30.0.85,null,FXS1944Q4ZA,IOS,ciscoASR1001X
TS-HYD-SSB,TS-HYD-SSB-T1-ST-SSP-C35G-S02,SSP,100.67.37.162,100.67.37.162,FOC1132Y5DQ,IOS,catalyst3560G24TS
HP-SML-TRA,HP-SML-TRA-T3-VM-TTR-C5XD-R01,TTR,100.70.204.196,null,FOC2539NUDC,XR,ciscoNCS540L6Z18GSysD
HP-SML-BZ2,HP-SML-BZ2-C3-ST-CCE-US57-S01,CCE,100.67.75.22,100.67.75.22,21980105673GJ4002917,VRP,s5720-12TP-LI-AC
TS-HYD-SSB,TS-HYD-SSB-T1-ST-SSP-C35G-S01,SSP,100.67.37.163,null,FOC1403Y302,IOS,catalyst3560G24TS
